data_atualizacao_anuncio,logradouro,numero,bairro,edificio,municipio,estado,cep,lat,lng,negocio,valor_anuncio,area_util,preco_m2,dormitorios,banheiros,vagas,tp_unidade,url_anuncio
2018-07-27T11:37:59.636Z,Rua Fernandes de Abreu,9,Itaim Bibi,,São Paulo,São Paulo,4543070,"-23,589835000000","-46,683025000000",SALE,"4800000,000000000000","262,000000000000",18320.6106870229,3,5,4,APARTMENT,/imovel/apartamento-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-262m2-venda-RS4800000-id-92614606/
2018-09-23T22:54:18.030Z,Rua Itacema,199,Itaim Bibi,,São Paulo,São Paulo,4530051,"-23,579510000000","-46,672775000000",SALE,"1100000,000000000000","114,000000000000",9649.122807017544,3,4,2,APARTMENT,/imovel/apartamento-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-114m2-venda-RS1100000-id-83743106/
2018-06-21T13:16:22.444Z,Rua Pedroso Alvarenga,610,Itaim Bibi,,São Paulo,São Paulo,4531001,"-23,581071000000","-46,676457000000",SALE,"700000,000000000000","60,000000000000",11666.666666666666,1,1,1,FLAT,/imovel/flat-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-60m2-venda-RS700000-id-1038008129/
2018-09-23T22:26:08.261Z,Rua Doutor Eduardo de Souza Aranha,255,Itaim Bibi,,São Paulo,São Paulo,4543120,"-23,588647000000","-46,674242000000",SALE,"4900000,000000000000","276,000000000000",17753.623188405796,2,0,4,APARTMENT,/imovel/apartamento-2-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-276m2-venda-RS4900000-id-1039237346/
2018-09-24T03:24:43.844Z,Rua Fiandeiras,48,Itaim Bibi,,São Paulo,São Paulo,4545004,"-23,596742000000","-46,674286000000",SALE,"1113369,000000000000","82,000000000000",13577.670731707318,2,2,2,APARTMENT,/imovel/apartamento-2-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-82m2-venda-RS1113369-id-1041166884/
2018-09-19T05:14:23.671Z,Rua Leopoldo Couto de Magalhães Júnior,550,Itaim Bibi,,São Paulo,São Paulo,4542000,"-23,587411000000","-46,678418000000",RENTAL,"3420,000000000000","35,000000000000",97.71428571428571,1,1,1,FLAT,/imovel/flat-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-35m2-aluguel-RS3420-id-91375193/
2018-09-16T05:23:33.254Z,Rua Pedroso Alvarenga,543,Itaim Bibi,,São Paulo,São Paulo,4531011,"-23,581298000000","-46,675595000000",RENTAL,"1700,000000000000","33,000000000000",51.515151515151516,1,1,1,FLAT,/imovel/flat-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-33m2-aluguel-RS1700-id-1039539291/
2018-09-24T19:26:46.361Z,Rua Urussuí,271,Itaim Bibi,,São Paulo,São Paulo,4542051,"-23,585880000000","-46,676109000000",RENTAL,"4180,000000000000","63,000000000000",66.34920634920636,2,1,1,FLAT,/imovel/flat-2-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-63m2-aluguel-RS4180-id-1041165429/
2018-06-07T12:56:58.569Z,Rua Pedroso Alvarenga,1088,Itaim Bibi,,São Paulo,São Paulo,4531004,"-23,582221000000","-46,680940000000",RENTAL,"2600,000000000000","45,000000000000",57.77777777777778,1,1,1,APARTMENT,/imovel/apartamento-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS2600-id-82579690/
2018-09-18T05:31:44.758Z,Rua Campos Bicudo,153,Itaim Bibi,,São Paulo,São Paulo,4536010,"-23,581398000000","-46,682579000000",SALE,"380000,000000000000","45,000000000000",8444.444444444445,1,1,1,FLAT,/imovel/flat-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-45m2-venda-RS380000-id-80186500/
2018-09-14T16:34:49.870Z,Rua Fiandeiras,48,Itaim Bibi,,São Paulo,São Paulo,4545000,"-23,596742000000","-46,674286000000",SALE,"1100000,000000000000","81,000000000000",13580.246913580248,2,2,2,APARTMENT,/imovel/apartamento-2-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-81m2-venda-RS1100000-id-1040853928/
